sex,embarked,class,who,adult_male,deck,embark_town,alive,alone,survived,pclass,age,sibsp,fare
male,S,Second,child,False,F,Southampton,yes,False,1,2,2.0,1.0,26.0
female,S,First,woman,False,C,Southampton,yes,False,1,1,24.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,28.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,25.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,36.0,0.0,13.0
female,S,Second,woman,False,F,Southampton,yes,True,1,2,24.0,0.0,13.0
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,40.0,0.0,13.0
female,S,Third,woman,False,unknown,Southampton,yes,False,1,3,0.0,1.0,16.1
male,S,Third,child,False,unknown,Southampton,yes,False,1,3,3.0,1.0,15.9
male,S,Third,man,True,unknown,Southampton,no,True,0,3,42.0,0.0,8.6625
male,S,Third,man,True,unknown,Southampton,no,True,0,3,23.0,0.0,9.225
male,S,First,man,True,C,Southampton,no,True,0,1,0.0,0.0,35.0
male,C,Third,child,False,unknown,Cherbourg,no,False,0,3,15.0,1.0,7.2292
male,S,Third,man,True,unknown,Southampton,no,False,0,3,25.0,1.0,17.8
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.225
male,S,Third,man,True,unknown,Southampton,no,True,0,3,28.0,0.0,9.5
female,S,First,woman,False,E,Southampton,yes,False,1,1,22.0,0.0,55.0
female,S,Second,woman,False,unknown,Southampton,no,True,0,2,38.0,0.0,13.0
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.8792
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.8792
male,S,Third,man,True,unknown,Southampton,no,False,0,3,40.0,1.0,27.9
male,C,Second,man,True,unknown,Cherbourg,no,False,0,2,29.0,1.0,27.7208
female,C,Third,woman,False,unknown,Cherbourg,no,False,0,3,45.0,0.0,14.4542
male,S,Third,man,True,unknown,Southampton,no,True,0,3,35.0,0.0,7.05
male,Q,Third,man,True,unknown,Queenstown,no,False,0,3,0.0,1.0,15.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,30.0,0.0,7.25
female,C,First,woman,False,D,Cherbourg,yes,False,1,1,60.0,1.0,13.0
female,C,Third,woman,False,unknown,Cherbourg,yes,True,1,3,0.0,0.0,7.2292
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.75
female,C,First,woman,False,B,Cherbourg,yes,True,1,1,24.0,0.0,13.0
male,C,First,man,True,E,Cherbourg,yes,False,1,1,25.0,1.0,55.4417
male,S,Third,man,True,unknown,Southampton,no,False,0,3,18.0,1.0,6.4958
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,8.05
male,C,First,man,True,unknown,Cherbourg,no,True,0,1,22.0,0.0,13.0
female,S,Third,child,False,unknown,Southampton,no,False,0,3,3.0,0.0,21.075
female,C,First,woman,False,unknown,Cherbourg,yes,False,1,1,0.0,1.0,13.0
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,22.0,0.0,7.25
male,C,First,man,True,C,Cherbourg,no,False,0,1,27.0,0.0,13.0
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,20.0,0.0,4.0125
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,7.775
female,C,First,woman,False,unknown,Cherbourg,yes,True,1,1,42.0,0.0,13.0
female,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,1.0,0.0,15.7417
male,S,Third,man,True,unknown,Southampton,no,True,0,3,32.0,0.0,7.925
female,S,First,woman,False,unknown,Southampton,yes,False,1,1,35.0,1.0,52.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
male,S,Second,man,True,unknown,Southampton,no,True,0,2,18.0,0.0,13.0
male,S,Third,child,False,unknown,Southampton,no,False,0,3,1.0,0.0,46.9
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,36.0,0.0,13.0
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.7292
female,C,Second,woman,False,unknown,Cherbourg,yes,True,1,2,17.0,0.0,12.0
male,S,First,man,True,B,Southampton,yes,False,1,1,36.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,21.0,0.0,7.7958
male,S,Third,man,True,unknown,Southampton,no,False,0,3,28.0,2.0,7.925
female,C,First,woman,False,D,Cherbourg,yes,False,1,1,23.0,1.0,13.0
female,S,Third,woman,False,G,Southampton,yes,False,1,3,24.0,0.0,16.7
male,S,Third,man,True,unknown,Southampton,no,True,0,3,22.0,0.0,7.7958
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,31.0,0.0,7.8542
male,S,Second,man,True,unknown,Southampton,no,True,0,2,46.0,0.0,26.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,23.0,0.0,10.5
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,28.0,0.0,12.65
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,39.0,0.0,7.925
male,S,Third,man,True,unknown,Southampton,no,True,0,3,26.0,0.0,8.05
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,21.0,1.0,9.825
male,S,Third,man,True,unknown,Southampton,no,False,0,3,28.0,1.0,15.85
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,20.0,0.0,8.6625
male,S,Second,man,True,unknown,Southampton,no,False,0,2,34.0,1.0,21.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,51.0,0.0,7.75
male,S,Second,child,False,unknown,Southampton,yes,False,1,2,3.0,1.0,18.75
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,7.775
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,0.0,0.0,25.4667
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,6.8583
female,Q,First,woman,False,C,Queenstown,yes,False,1,1,33.0,1.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,0.0,0.0,0.0
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,44.0,0.0,7.925
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,34.0,1.0,32.5
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,18.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,30.0,0.0,13.0
female,S,Third,child,False,unknown,Southampton,no,False,0,3,10.0,0.0,24.15
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.8958
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,21.0,0.0,7.7333
male,S,Third,man,True,unknown,Southampton,no,True,0,3,29.0,0.0,7.875
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,28.0,1.0,14.4
male,S,Third,man,True,unknown,Southampton,no,False,0,3,18.0,1.0,20.2125
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.25
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,28.0,1.0,26.0
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,19.0,0.0,26.0
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.75
male,S,Third,man,True,E,Southampton,yes,True,1,3,32.0,0.0,8.05
male,S,First,man,True,C,Southampton,yes,True,1,1,28.0,0.0,26.55
female,S,Third,woman,False,unknown,Southampton,yes,False,1,3,0.0,1.0,16.1
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,42.0,1.0,26.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,17.0,0.0,7.125
male,S,First,man,True,E,Southampton,no,False,0,1,50.0,1.0,55.9
female,S,First,child,False,B,Southampton,yes,False,1,1,14.0,1.0,13.0
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,21.0,2.0,34.375
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,24.0,2.0,18.75
male,S,First,man,True,C,Southampton,no,False,0,1,64.0,1.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,31.0,0.0,10.5
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,45.0,1.0,26.25
male,S,Third,man,True,unknown,Southampton,no,True,0,3,20.0,0.0,9.5
male,S,Third,man,True,unknown,Southampton,no,False,0,3,25.0,1.0,7.775
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,28.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,0.0,0.0,8.1125
male,S,First,child,False,A,Southampton,yes,False,1,1,4.0,0.0,13.0
female,S,Second,child,False,unknown,Southampton,yes,False,1,2,13.0,0.0,19.5
male,S,First,man,True,unknown,Southampton,yes,True,1,1,34.0,0.0,26.55
female,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,5.0,2.0,19.2583
male,S,First,man,True,C,Southampton,yes,True,1,1,52.0,0.0,30.5
male,S,Second,man,True,unknown,Southampton,no,False,0,2,36.0,1.0,27.75
male,S,Third,man,True,unknown,Southampton,no,False,0,3,0.0,1.0,19.9667
male,C,First,man,True,C,Cherbourg,no,True,0,1,30.0,0.0,27.75
male,C,First,man,True,C,Cherbourg,yes,False,1,1,49.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
male,C,Third,man,True,unknown,Cherbourg,yes,True,1,3,29.0,0.0,7.8958
male,S,First,man,True,E,Southampton,no,True,0,1,65.0,0.0,26.55
female,S,First,woman,False,D,Southampton,yes,False,1,1,0.0,1.0,51.8625
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,50.0,0.0,10.5
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.75
male,S,First,man,True,E,Southampton,yes,True,1,1,48.0,0.0,26.55
male,S,Third,man,True,unknown,Southampton,no,True,0,3,34.0,0.0,8.05
male,S,First,man,True,E,Southampton,no,True,0,1,47.0,0.0,38.5
male,S,Second,man,True,unknown,Southampton,no,True,0,2,48.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
male,S,Third,man,True,unknown,Southampton,no,True,0,3,38.0,0.0,7.05
male,S,Second,man,True,unknown,Southampton,no,True,0,2,0.0,0.0,0.0
male,S,First,man,True,unknown,Southampton,no,True,0,1,56.0,0.0,26.55
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.725
female,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,0.75,2.0,19.2583
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.25
male,S,Third,man,True,unknown,Southampton,no,True,0,3,38.0,0.0,8.6625
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,33.0,1.0,27.75
female,C,Second,woman,False,D,Cherbourg,yes,True,1,2,23.0,0.0,13.7917
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,22.0,0.0,9.8375
male,S,First,man,True,A,Southampton,no,True,0,1,0.0,0.0,52.0
male,S,Second,man,True,unknown,Southampton,no,False,0,2,34.0,1.0,21.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,29.0,1.0,7.0458
male,S,Third,man,True,unknown,Southampton,no,True,0,3,22.0,0.0,7.5208
female,S,Third,child,False,unknown,Southampton,yes,False,1,3,2.0,0.0,12.2875
male,S,Third,child,False,unknown,Southampton,no,False,0,3,9.0,0.0,46.9
male,S,Second,man,True,unknown,Southampton,no,True,0,2,0.0,0.0,0.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,50.0,0.0,8.05
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,63.0,0.0,9.5875
male,C,First,man,True,B,Cherbourg,yes,False,1,1,25.0,1.0,13.0
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,0.0,0.0,25.4667
female,S,First,woman,False,C,Southampton,yes,False,1,1,35.0,1.0,13.0
male,C,First,man,True,B,Cherbourg,no,True,0,1,58.0,0.0,29.7
male,S,Third,man,True,unknown,Southampton,no,True,0,3,30.0,0.0,8.05
male,S,Third,child,False,unknown,Southampton,yes,False,1,3,9.0,1.0,15.9
male,S,Third,man,True,unknown,Southampton,no,False,0,3,0.0,1.0,19.9667
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,7.25
male,S,First,man,True,C,Southampton,no,True,0,1,55.0,0.0,30.5
male,C,First,man,True,unknown,Cherbourg,no,True,0,1,71.0,0.0,49.5042
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,8.05
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,14.4583
female,C,First,woman,False,D,Cherbourg,yes,False,1,1,54.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,15.1
female,S,First,woman,False,C,Southampton,no,False,0,1,25.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,24.0,0.0,7.7958
male,S,Third,man,True,unknown,Southampton,no,True,0,3,17.0,0.0,8.6625
female,Q,Third,woman,False,unknown,Queenstown,no,True,0,3,21.0,0.0,7.75
female,Q,Third,woman,False,unknown,Queenstown,no,True,0,3,0.0,0.0,7.6292
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,37.0,0.0,9.5875
female,S,First,woman,False,B,Southampton,yes,True,1,1,16.0,0.0,13.0
male,C,First,man,True,C,Cherbourg,no,False,0,1,18.0,1.0,13.0
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,33.0,0.0,26.0
male,S,First,man,True,unknown,Southampton,yes,True,1,1,0.0,0.0,26.55
male,S,Third,man,True,unknown,Southampton,no,True,0,3,28.0,0.0,22.525
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,26.0,0.0,56.4958
male,Q,Third,man,True,unknown,Queenstown,yes,True,1,3,29.0,0.0,7.75
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
male,S,First,man,True,E,Southampton,yes,True,1,1,36.0,0.0,26.2875
female,C,First,woman,False,unknown,Cherbourg,yes,False,1,1,54.0,1.0,59.4
male,S,Third,man,True,unknown,Southampton,no,True,0,3,24.0,0.0,7.4958
male,S,First,man,True,D,Southampton,no,True,0,1,47.0,0.0,34.0208
female,S,Second,woman,False,F,Southampton,yes,True,1,2,34.0,0.0,10.5
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,24.15
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,36.0,1.0,26.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,32.0,0.0,7.8958
female,S,First,woman,False,B,Southampton,yes,True,1,1,30.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,22.0,0.0,7.8958
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.225
female,C,First,woman,False,B,Cherbourg,yes,False,1,1,44.0,0.0,57.9792
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.2292
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,40.5,0.0,7.75
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,50.0,0.0,10.5
male,S,First,man,True,C,Southampton,no,True,0,1,0.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,39.0,0.0,7.925
male,S,Second,man,True,unknown,Southampton,no,False,0,2,23.0,2.0,11.5
female,S,Second,child,False,unknown,Southampton,yes,False,1,2,2.0,1.0,26.0
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.2292
male,C,Third,man,True,unknown,Cherbourg,no,False,0,3,17.0,1.0,7.2292
female,C,Third,woman,False,unknown,Cherbourg,yes,False,1,3,0.0,0.0,22.3583
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,30.0,0.0,8.6625
female,S,Second,child,False,unknown,Southampton,yes,False,1,2,7.0,0.0,26.25
male,S,First,man,True,B,Southampton,no,True,0,1,45.0,0.0,26.55
female,C,First,woman,False,unknown,Cherbourg,yes,True,1,1,30.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,14.5
female,C,First,woman,False,B,Cherbourg,yes,False,1,1,22.0,0.0,49.5
female,S,First,woman,False,B,Southampton,yes,False,1,1,36.0,0.0,13.0
female,S,Third,child,False,unknown,Southampton,no,False,0,3,9.0,0.0,31.275
female,S,Third,child,False,unknown,Southampton,no,False,0,3,11.0,0.0,31.275
male,S,Second,man,True,unknown,Southampton,yes,False,1,2,32.0,1.0,26.0
male,C,First,man,True,C,Cherbourg,no,False,0,1,50.0,1.0,13.0
male,S,First,man,True,unknown,Southampton,no,True,0,1,64.0,0.0,26.0
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,19.0,1.0,26.0
male,C,Second,man,True,unknown,Cherbourg,yes,True,1,2,0.0,0.0,13.8625
male,S,Third,man,True,unknown,Southampton,no,False,0,3,33.0,1.0,20.525
male,S,Second,child,False,unknown,Southampton,yes,False,1,2,8.0,1.0,36.75
male,C,First,man,True,C,Cherbourg,yes,False,1,1,17.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,27.0,0.0,26.0
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.8292
male,C,Third,man,True,unknown,Cherbourg,yes,True,1,3,22.0,0.0,7.225
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,22.0,0.0,7.775
male,S,First,man,True,unknown,Southampton,no,True,0,1,62.0,0.0,26.55
female,C,First,woman,False,A,Cherbourg,yes,False,1,1,48.0,1.0,39.6
male,C,First,man,True,unknown,Cherbourg,no,True,0,1,0.0,0.0,13.0
female,S,First,woman,False,E,Southampton,yes,False,1,1,39.0,1.0,13.0
female,S,Third,woman,False,unknown,Southampton,yes,False,1,3,36.0,1.0,17.4
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.75
male,S,Third,man,True,unknown,Southampton,no,True,0,3,40.0,0.0,7.8958
male,S,Second,man,True,unknown,Southampton,no,True,0,2,28.0,0.0,13.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
female,S,Third,woman,False,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
male,S,Third,man,True,unknown,Southampton,no,False,0,3,24.0,2.0,24.15
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,7.8958
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,29.0,0.0,21.075
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.2292
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,32.0,0.0,7.8542
male,S,Second,man,True,unknown,Southampton,yes,True,1,2,62.0,0.0,10.5
female,S,First,woman,False,C,Southampton,yes,False,1,1,53.0,2.0,51.4792
male,S,First,man,True,E,Southampton,yes,True,1,1,36.0,0.0,26.3875
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.75
male,S,Third,man,True,unknown,Southampton,no,True,0,3,16.0,0.0,8.05
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,14.5
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,34.0,0.0,13.0
female,S,First,woman,False,E,Southampton,yes,False,1,1,39.0,1.0,55.9
female,C,Third,woman,False,unknown,Cherbourg,no,False,0,3,0.0,1.0,14.4583
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,32.0,0.0,7.925
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,25.0,1.0,30.0
female,C,First,woman,False,C,Cherbourg,yes,False,1,1,39.0,1.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,54.0,0.0,26.0
male,C,First,man,True,A,Cherbourg,no,True,0,1,36.0,0.0,40.125
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,8.7125
female,S,First,woman,False,E,Southampton,yes,False,1,1,18.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,47.0,0.0,15.0
male,C,First,man,True,B,Cherbourg,yes,False,1,1,60.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,22.0,0.0,8.05
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,8.05
male,S,Third,man,True,unknown,Southampton,no,True,0,3,35.0,0.0,7.125
female,C,First,woman,False,D,Cherbourg,yes,False,1,1,52.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,47.0,0.0,7.25
female,Q,Third,woman,False,unknown,Queenstown,no,False,0,3,0.0,0.0,7.75
male,S,Second,man,True,unknown,Southampton,no,False,0,2,37.0,1.0,26.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,36.0,1.0,24.15
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,0.0,0.0,33.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,49.0,0.0,0.0
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,0.0,0.0,7.225
male,C,First,man,True,A,Cherbourg,yes,False,1,1,49.0,1.0,56.9292
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,24.0,2.0,27.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
male,S,First,man,True,unknown,Southampton,no,True,0,1,0.0,0.0,42.4
male,S,Third,man,True,unknown,Southampton,no,True,0,3,44.0,0.0,8.05
male,C,First,man,True,unknown,Cherbourg,yes,True,1,1,35.0,0.0,26.55
male,S,Third,man,True,unknown,Southampton,no,False,0,3,36.0,1.0,15.55
male,S,Third,man,True,unknown,Southampton,no,True,0,3,30.0,0.0,7.8958
male,S,First,man,True,unknown,Southampton,yes,True,1,1,27.0,0.0,30.5
female,C,Second,woman,False,unknown,Cherbourg,yes,False,1,2,22.0,1.0,41.5792
female,S,First,woman,False,C,Southampton,yes,True,1,1,40.0,0.0,13.0
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,39.0,1.0,31.275
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.05
female,Q,Third,woman,False,unknown,Queenstown,yes,False,1,3,0.0,1.0,15.5
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.75
male,S,Third,man,True,unknown,Southampton,no,True,0,3,35.0,0.0,8.05
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,24.0,1.0,65.0
male,S,Third,man,True,unknown,Southampton,no,False,0,3,34.0,1.0,14.4
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,26.0,1.0,16.1
female,S,Second,child,False,F,Southampton,yes,False,1,2,4.0,2.0,39.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,26.0,0.0,10.5
male,C,Third,man,True,unknown,Cherbourg,no,False,0,3,27.0,1.0,14.4542
male,S,First,man,True,D,Southampton,yes,False,1,1,42.0,1.0,52.5542
male,C,Third,man,True,unknown,Cherbourg,yes,False,1,3,20.0,1.0,15.7417
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,7.8542
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,16.1
male,S,First,man,True,D,Southampton,no,True,0,1,61.0,0.0,32.3208
male,Q,Second,man,True,unknown,Queenstown,no,True,0,2,57.0,0.0,12.35
female,S,First,woman,False,D,Southampton,yes,True,1,1,21.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,26.0,0.0,7.8958
male,Q,Third,man,True,unknown,Queenstown,no,True,0,3,0.0,0.0,7.7333
male,S,First,man,True,A,Southampton,yes,True,1,1,24.0,0.0,30.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,51.0,0.0,7.0542
male,C,First,man,True,B,Cherbourg,yes,True,1,1,32.0,0.0,30.5
male,S,First,man,True,unknown,Southampton,no,True,0,1,0.0,0.0,0.0
female,S,Third,child,False,unknown,Southampton,no,False,0,3,9.0,0.0,27.9
female,S,Second,woman,False,unknown,Southampton,yes,True,1,2,28.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,32.0,0.0,7.925
male,S,Second,man,True,unknown,Southampton,no,False,0,2,31.0,1.0,26.25
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,41.0,0.0,39.6875
male,S,Third,man,True,unknown,Southampton,no,False,0,3,0.0,1.0,16.1
male,S,Third,man,True,unknown,Southampton,no,True,0,3,20.0,0.0,7.8542
female,C,First,woman,False,B,Cherbourg,yes,True,1,1,24.0,0.0,13.0
female,S,Third,child,False,unknown,Southampton,no,False,0,3,2.0,0.0,27.9
male,S,Third,man,True,unknown,Southampton,yes,True,1,3,0.0,0.0,56.4958
female,C,Third,child,False,unknown,Cherbourg,yes,False,1,3,0.75,2.0,19.2583
male,C,First,man,True,D,Cherbourg,yes,False,1,1,48.0,1.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,19.0,0.0,7.8958
male,C,First,man,True,A,Cherbourg,yes,True,1,1,56.0,0.0,35.5
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.55
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,23.0,0.0,7.55
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,18.0,0.0,23.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,21.0,0.0,8.4333
female,Q,Third,woman,False,unknown,Queenstown,yes,True,1,3,0.0,0.0,7.8292
female,Q,Third,woman,False,unknown,Queenstown,no,True,0,3,18.0,0.0,6.75
male,S,Second,man,True,unknown,Southampton,no,False,0,2,24.0,2.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.8958
female,Q,Third,woman,False,unknown,Queenstown,no,False,0,3,32.0,1.0,15.5
male,S,Second,man,True,unknown,Southampton,no,True,0,2,23.0,0.0,13.0
male,C,First,man,True,D,Cherbourg,no,False,0,1,58.0,0.0,13.0
male,S,First,man,True,unknown,Southampton,yes,False,1,1,50.0,2.0,13.0
male,C,Third,man,True,unknown,Cherbourg,no,True,0,3,40.0,0.0,7.225
male,S,First,man,True,E,Southampton,no,True,0,1,47.0,0.0,25.5875
male,S,Third,man,True,unknown,Southampton,no,True,0,3,36.0,0.0,7.4958
male,S,Third,man,True,unknown,Southampton,yes,False,1,3,20.0,1.0,7.925
male,S,Second,man,True,unknown,Southampton,no,False,0,2,32.0,2.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,25.0,0.0,13.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,0.0,0.0,7.775
male,S,Third,man,True,unknown,Southampton,no,True,0,3,43.0,0.0,8.05
female,S,First,woman,False,C,Southampton,yes,False,1,1,0.0,1.0,52.0
female,S,Second,woman,False,unknown,Southampton,yes,False,1,2,40.0,1.0,39.0
male,S,First,man,True,B,Southampton,no,False,0,1,31.0,1.0,52.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,70.0,0.0,10.5
male,S,Second,man,True,unknown,Southampton,yes,True,1,2,31.0,0.0,13.0
male,S,Second,man,True,unknown,Southampton,no,True,0,2,0.0,0.0,0.0
male,S,Third,man,True,unknown,Southampton,no,True,0,3,18.0,0.0,7.775
male,S,Third,man,True,unknown,Southampton,no,True,0,3,24.5,0.0,8.05
female,S,Third,woman,False,unknown,Southampton,yes,True,1,3,18.0,0.0,9.8417
female,S,Third,woman,False,unknown,Southampton,no,False,0,3,43.0,1.0,46.9
male,C,First,man,True,B,Cherbourg,yes,False,1,1,36.0,0.0,13.0
female,Q,Third,woman,False,unknown,Queenstown,no,True,0,3,0.0,0.0,8.1375
